name,pagerank,community
Willas-Tyrell,0.0011510925513474517,0
Small-Paul,0.0010290312605754546,9
Ghael,0.0005478575025187142,6
Coratt,0.0004396042145105548,68
Thoren-Smallwood,0.0016928854683867626,9
Shadrich,0.0005402605321686535,57
Kurz,0.0005417731618701871,69
Tarber,0.0005417731618701871,69
Sallor,0.000562488913210088,70
Eroeh,0.00034034262685694666,6
Ezzara,0.00034034262685694666,6
Lynesse-Hightower,0.00034034262685694666,6
Lysono-Maar,0.00034034262685694666,6
Pono,0.0007470175736563672,6
Qezza,0.0011619740643016856,47
Quaithe,0.00034034262685694666,6
Rhaegel-Targaryen,0.00034034262685694666,6
Symon-Stripeback,0.0005919002206206005,71
Yurkhaz-zo-Yunzak,0.00034034262685694666,6
Val,0.001419424450453561,9
Lanna-(Happy-Port),0.0003544774841198984,75
Torrhen-Karstark,0.0006637691926217676,2
Godric-Borrell,0.00034516676930186515,5
Imry-Florent,0.00034516676930186515,5
Matthos-Seaworth,0.00034516676930186515,5
Eustace-Brune,0.000364232221368006,77
Hugh-Hungerford,0.000546813664994595,79
Mag-Mar-Tun-Doh-Weg,0.00047112682262387255,9
Ogo,0.0009883987036739918,82
Rhaego,0.000330641257947032,6
Jacks,0.0003203795865070709,0
Joss,0.0003203795865070709,0
Maron-Greyjoy,0.0003203795865070709,0
Porther,0.0003203795865070709,0
Tobho-Mott,0.0003203795865070709,0
Tregar,0.0003203795865070709,0
Varly,0.0003203795865070709,0
Willam-Dustin,0.0004351994394053781,0
Wyl-(guard),0.0007748651113488468,0
Wylla,0.0003203795865070709,0
Watt,0.0003160328079607777,9
Forley-Prester,0.0004498008487551898,2
Walder-Rivers,0.0008648487084398611,2
Steffon-Varner,0.0005524813359730353,83
Sawane-Botley,0.0003942886661680212,15
Jonquil,0.0004972232376727911,85
Will-(prologue),0.0006649944525863908,51
Murch,0.0006351775470378317,20
Leonette-Fossoway,0.00033037176796020355,87
Merrit,0.00032603603945893827,11
Terrance-Lynderly,0.0009788449455497058,90
Oswell-Whent,0.0008638370088365151,37
Raymun-Redbeard,0.0005146599734353109,92
Walgrave,0.000968595172827655,24
Todder,0.0007205595445692418,9
Rory,0.0004836883711456609,9
Spare-Boot,0.0010338193227575176,9
Weeper,0.000903486880799708,9
Myles-Toyne,0.0005367727211813718,7
Marghaz-zo-Loraq,0.0003321607428674344,6
Mebble,0.0003321057820612563,11
Sigfryd-Harlaw,0.0006381807343137534,42
Joy-Hill,0.00031858228379784973,0
Lewys-Piper,0.00031858228379784973,0
Ronnet-Connington,0.0004378715137172064,0
Shitmouth,0.00031858228379784973,0
Tysha,0.0006878010341238891,0
Urswyck,0.00031858228379784973,0
Wylis-Manderly,0.0004350979704398445,0
Zollo,0.0007365023850151664,11
Nyessos-Vhassar,0.0007766227560486251,101
Matthar,0.0003301102281782752,9
Othor,0.0003301102281782752,9
Soren-Shieldbreaker,0.0003301102281782752,9
Tom-Barleycorn,0.0003301102281782752,9
Ulmer,0.0003301102281782752,9
Wun-Weg-Wun-Dar-Wun,0.0008093813805693532,9
Zei,0.0003301102281782752,9
Willem-Lannister,0.0009941724271006775,104
Softfoot,0.00035711942771087565,105
Urzen,0.0005618119983085558,43
Torwold-Browntooth,0.000607441093868421,106
Trystane-Martell,0.00046836496313944665,0
Yezzan-zo-Qaggaz,0.0010224675014387722,0
Quill,0.00045851428724610145,24
Rosey,0.00045851428724610145,24
Shortear,0.0004978707666422183,111
Ragwyle,0.00033439221641671645,9
Xhondo,0.0005620531208898001,9
Yellow-Dick,0.0006681422538992238,12
Rollam-Westerling,0.0005015229854403766,2
Torbert,0.000498323694331047,65
Steffon-Baratheon,0.0004427826068934298,5
Rugen,0.0005069897169004355,112
Rolph-Spicer,0.00031574161929437893,2
Tristifer-IV-Mudd,0.00031574161929437893,2
Walda-Frey-(daughter-of-Merrett),0.00046368111978855757,12
Theobald,0.0003231805445118807,9
Ulf-son-of-Umar,0.0003848400904485798,115
William-Foxglove,0.00031880996492076853,5
Werlag,0.0005636644728743504,50
Willow-Witch-eye,0.000343464286782951,12
Wulfe,0.0004098605049369922,15
